city,QUARTIER,lat,lng,temp,activated
wuppertal,88,51.23032550057222,7.273800419451319,26.81,true
wuppertal,33,51.249716732112205,7.053519721064004,27.21,true
wuppertal,22,51.300233706869086,7.157842475895155,27.06,true
wuppertal,63,51.29890115229277,7.243342948306747,26.85,true
wuppertal,40,51.20137236482624,7.132511493102031,30.41,true
wuppertal,25,51.27670375068946,7.098182987315306,31.35,true
wuppertal,95,51.23792705025086,7.230550924715674,27.15,true
wuppertal,26,51.29228132183436,7.121897477916501,27.18,true
wuppertal,86,51.26619225649503,7.253441581568319,27.62,true
wuppertal,41,51.22423169813896,7.128011931549994,26.34,true
wuppertal,04,51.23863444970184,7.157148843400517,31.62,true
wuppertal,94,51.21958652073623,7.182053100220855,26.83,true
wuppertal,90,51.23248002688168,7.187438814437885,29.83,true
wuppertal,59,51.248992535879374,7.188688308329384,26.07,true
wuppertal,45,51.182485486972105,7.138512444060797,30.09,true
wuppertal,64,51.2966571677811,7.218741658178848,29.45,true
wuppertal,56,51.288386302491446,7.182758210569391,26.96,true
wuppertal,43,51.21174346873021,7.145895717834524,28.1,true
wuppertal,87,51.24717272265279,7.288481682581823,31.18,true
wuppertal,20,51.27714147993322,7.148466899633553,27.3,true
wuppertal,11,51.25955420038305,7.098913354131489,27.89,true
wuppertal,21,51.28671489060902,7.164278923243479,28.07,true
wuppertal,23,51.27312425236581,7.1301923833411776,26.18,true